Group,Treatment,Time,gsw
a,Dark+1mM ,47,0.051270082
a,Dark+1mM ,48,0.051466371
a,Dark+1mM ,49,0.051705432
a,Dark+1mM ,50,0.051541459
a,Dark+1mM ,51,0.052159865
a,Dark+1mM ,52,0.052374232
a,Dark+1mM ,53,0.053232933
a,Dark+1mM ,54,0.053206679
a,Dark+1mM ,55,0.053479673
a,Dark+1mM ,56,0.05331024
a,Dark+1mM ,57,0.055143229
a,Dark+1mM ,58,0.054624256
a,Dark+1mM ,59,0.05488676
a,Dark+1mM ,60,0.054950564
a,Dark+1mM ,61,0.056222844
a,Dark+1mM ,62,0.055356773
a,Dark+1mM ,63,0.056883274
a,Dark+1mM ,64,0.062972903
a,Dark+1mM ,65,0.062060129
a,Dark+1mM ,66,0.063782682
a,Dark+1mM ,67,0.066100779
a,Dark+1mM ,68,0.072810715
a,Dark+1mM ,69,0.072156669
a,Dark+1mM ,70,0.072786563
a,Dark+1mM ,71,0.073773933
a,Dark+1mM ,72,0.073837416
a,Dark+1mM ,73,0.073580753
a,Dark+1mM ,74,0.073687898
a,Dark+1mM ,75,0.073725061
a,Dark+1mM ,76,0.074212895
a,Dark+1mM ,77,0.074922602
a,Dark+1mM ,78,0.07677287
a,Dark+1mM ,79,0.076764591
a,Dark+1mM ,80,0.077874447
a,Dark+1mM ,81,0.077983748
a,Dark+1mM ,82,0.079030594
a,Dark+1mM ,83,0.077515576
a,Dark+1mM ,84,0.076798628
a,Dark+1mM ,85,0.076049806
a,Dark+1mM ,86,0.075172779
a,Dark+1mM ,87,0.074731314
a,Dark+1mM ,88,0.074724234
a,Dark+1mM ,89,0.074807278
a,Dark+1mM ,90,0.074557996
