Day,Treatment,Group,VPD,Sugar,Time,a,da,di,Pdi,Pda,gsw
13,1 mM,b,Low VPD,Sucrose,95,10.48533126,392.3696088,278.8869353,26.89371107,37.8371073,0.162751548
13,1 mM,b,Low VPD,Sucrose,96,10.52629758,392.3683185,278.8509479,26.89099452,37.83804353,0.163342534
13,1 mM,b,Low VPD,Sucrose,97,10.5538779,392.3777056,278.2262195,26.82898509,37.83646139,0.162750571
13,1 mM,b,Low VPD,Sucrose,98,10.56502368,392.3494153,279.8289925,26.98524782,37.83613023,0.165560398
13,1 mM,b,Low VPD,Sucrose,99,10.53562248,392.3516411,280.1300874,27.01419253,37.83621699,0.165583763
13,1 mM,b,Low VPD,Sucrose,100,10.59375871,392.3358991,279.9720542,26.99926418,37.83513543,0.16627606
13,1 mM,b,Low VPD,Sucrose,101,10.61131009,392.3264797,279.7534102,26.97825155,37.83432864,0.166202242
13,1 mM,b,Low VPD,Sucrose,102,10.58188392,392.3368023,281.1136207,27.11021045,37.83642091,0.167975117
13,1 mM,b,Low VPD,Sucrose,103,10.52444444,392.3604153,281.3684064,27.13577953,37.84008966,0.167446044
13,1 mM,b,Low VPD,Sucrose,104,10.58601824,392.3621572,280.6674294,27.06801263,37.84002956,0.16725582
13,1 mM,b,Low VPD,Sucrose,105,10.46097429,392.3907056,282.5910666,27.25299721,37.84204127,0.168427956
13,1 mM,b,Low VPD,Sucrose,106,10.47381766,392.4248991,281.8278479,27.17979721,37.84590224,0.167297248
13,1 mM,b,Low VPD,Sucrose,107,10.44814066,392.3859637,282.0091695,27.19711678,37.84191448,0.167236503
13,1 mM,b,Low VPD,Sucrose,108,10.49212659,392.4139959,281.7773855,27.17396444,37.84350527,0.167525053
13,1 mM,b,Low VPD,Sucrose,109,10.47477197,392.3987701,279.7705837,26.98145325,37.84346779,0.163957343
13,1 mM,b,Low VPD,Sucrose,110,10.45083104,392.4334153,281.8653337,27.18339586,37.84670055,0.166946321
13,1 mM,b,Low VPD,Sucrose,111,10.3676956,392.4574798,283.1902566,27.30956139,37.84678812,0.167844435
13,1 mM,b,Low VPD,Sucrose,112,10.32263552,392.4801895,283.4022614,27.33078909,37.85006242,0.167446573
13,1 mM,b,Low VPD,Sucrose,113,10.31998703,392.4898347,283.3010618,27.3204922,37.85024807,0.167232274
13,1 mM,b,Low VPD,Sucrose,114,10.31966069,392.5237702,279.1385092,26.91947581,37.85408959,0.160322927
13,1 mM,b,Low VPD,Sucrose,115,10.30579306,392.5365766,282.0076833,27.19764787,37.85737843,0.164707632
13,1 mM,b,Low VPD,Sucrose,116,10.2593152,392.5660283,281.3027016,27.12906485,37.85939195,0.162765969
13,1 mM,b,Low VPD,Sucrose,117,10.25830242,392.5792541,281.6953983,27.16590175,37.85922493,0.163381642
13,1 mM,b,Low VPD,Sucrose,118,10.09838953,392.6303187,282.2395619,27.21937305,37.86553183,0.161562843
13,1 mM,b,Low VPD,Sucrose,119,10.22421323,392.605996,281.383224,27.13764988,37.86438975,0.162269706
13,1 mM,b,Low VPD,Sucrose,120,10.06392114,392.6728671,282.0503157,27.201019,37.8694918,0.160619181
13,1 mM,b,Low VPD,Sucrose,121,10.15525024,392.6509315,281.1059806,27.11005382,37.86752549,0.160638773
13,1 mM,b,Low VPD,Sucrose,122,10.01597223,392.7030284,280.5638116,27.05902518,37.87431128,0.157441281
13,1 mM,b,Low VPD,Sucrose,123,10.06777727,392.7027058,280.9217562,27.08985171,37.8691142,0.15887263
13,1 mM,b,Low VPD,Sucrose,124,10.00397667,392.7496413,278.7715899,26.88496808,37.87710783,0.154449572
13,1 mM,b,Low VPD,Sucrose,125,10.01231276,392.756609,281.0284532,27.1024562,37.87754823,0.158075541
13,100 mM,d,Low VPD,Sucrose,1,-1.115340611,400.4730327,415.8294498,40.10044178,38.61954833,0.054704234
13,100 mM,d,Low VPD,Sucrose,2,-0.976182059,400.4212262,419.9097222,40.49508054,38.615657,0.054704234
13,100 mM,d,Low VPD,Sucrose,3,-0.888522538,400.3757745,419.3792293,40.44466266,38.61198173,0.050455512
13,100 mM,d,Low VPD,Sucrose,4,-0.867835547,400.3885487,422.0423204,40.7016111,38.61332907,0.044910616
13,100 mM,d,Low VPD,Sucrose,5,-0.765456623,400.3573551,418.6107398,40.37156248,38.61117368,0.04445673
13,100 mM,d,Low VPD,Sucrose,6,-0.810150855,400.3954842,423.7463568,40.86751286,38.61547678,0.039610205
13,100 mM,d,Low VPD,Sucrose,7,-0.813052892,400.4045487,422.2975391,40.7288418,38.6173539,0.04159268
13,100 mM,d,Low VPD,Sucrose,8,-0.818366043,400.4003874,424.5715578,40.94846072,38.6172348,0.038956833
13,100 mM,d,Low VPD,Sucrose,9,-0.863537182,400.4135487,426.5056872,41.1355535,38.61902303,0.038852025
13,100 mM,d,Low VPD,Sucrose,10,-0.824618173,400.4373874,430.5391358,41.52445335,38.62121287,0.033001868
13,100 mM,d,Low VPD,Sucrose,11,1.406260701,398.9134188,318.5525841,30.72363869,38.47424996,0.031607875
13,100 mM,d,Low VPD,Sucrose,12,2.157117938,398.4205475,276.0260898,26.62199921,38.42662666,0.030370589
13,100 mM,d,Low VPD,Sucrose,13,2.243410624,398.3307088,286.6643327,27.64924243,38.41964653,0.034930789
13,100 mM,d,Low VPD,Sucrose,14,2.327807114,398.304483,281.9949201,27.19806857,38.41598508,0.034670309
13,100 mM,d,Low VPD,Sucrose,15,2.368012499,398.288741,279.6431755,26.97196082,38.41548538,0.034520514
13,100 mM,d,Low VPD,Sucrose,16,2.480718362,398.2468377,265.9854007,25.65337475,38.40953431,0.032131406
13,100 mM,d,Low VPD,Sucrose,17,2.442321662,398.2303216,272.6894782,26.30008518,38.40812432,0.03347581
13,100 mM,d,Low VPD,Sucrose,18,2.487629202,398.2040958,271.1295732,26.14876489,38.40431406,0.033659639
13,100 mM,d,Low VPD,Sucrose,19,2.474880625,398.2281603,228.7337614,22.06073627,38.4080005,0.024565657
13,100 mM,d,Low VPD,Sucrose,20,2.538278447,398.1707087,264.6839683,25.52757203,38.40176461,0.03255334
13,100 mM,d,Low VPD,Sucrose,21,2.494783454,398.1633216,267.5750834,25.80678822,38.40161942,0.032766806
13,100 mM,d,Low VPD,Sucrose,22,2.60102767,398.1385151,263.1782504,25.38266942,38.39913936,0.032974312
13,100 mM,d,Low VPD,Sucrose,23,2.653254975,398.0919345,261.6325529,25.23437194,38.3958335,0.033243576
13,100 mM,d,Low VPD,Sucrose,24,2.686637693,398.1058699,248.7605727,23.99440745,38.39963201,0.030539677
13,100 mM,d,Low VPD,Sucrose,25,2.780331192,398.0221925,252.0558322,24.31176908,38.39079441,0.032395453
13,100 mM,d,Low VPD,Sucrose,26,2.838834362,397.9902892,254.1435437,24.5130896,38.38764297,0.033601652
13,100 mM,d,Low VPD,Sucrose,27,2.868296816,397.954386,251.6459713,24.27206657,38.38398564,0.03334233
13,100 mM,d,Low VPD,Sucrose,28,2.96322785,397.8879343,249.7368089,24.08790856,38.37755524,0.033993224
13,100 mM,d,Low VPD,Sucrose,29,2.997853407,397.8659988,247.6311652,23.88436895,38.37472679,0.033882629
13,100 mM,d,Low VPD,Sucrose,30,3.02867692,397.8451924,220.5222573,21.27100346,38.37511264,0.028672864
13,100 mM,d,Low VPD,Sucrose,31,3.126098053,397.7819665,243.9598018,23.53126292,38.36825564,0.034445868
13,100 mM,d,Low VPD,Sucrose,32,3.217975748,397.7253536,241.3940879,23.28460191,38.36413976,0.034854882
13,100 mM,d,Low VPD,Sucrose,33,3.305277414,397.6386116,225.5049969,21.75205728,38.35594765,0.032308571
13,100 mM,d,Low VPD,Sucrose,34,3.448614605,397.5791922,236.956538,22.85811759,38.35265322,0.036296378
13,100 mM,d,Low VPD,Sucrose,35,3.512404544,397.5219019,232.0535325,22.38399727,38.34515713,0.035817148
13,100 mM,d,Low VPD,Sucrose,36,3.679221528,397.4093534,229.7328778,22.16036218,38.334675,0.036993752
13,100 mM,d,Low VPD,Sucrose,37,3.800866463,397.3301921,231.9623364,22.37544499,38.32708359,0.038791509
13,100 mM,d,Low VPD,Sucrose,38,3.965447609,397.2385791,229.420432,22.13091683,38.31940285,0.039850719
13,100 mM,d,Low VPD,Sucrose,39,4.03803188,397.1488694,232.1000605,22.3897839,38.31139614,0.041313623
13,100 mM,d,Low VPD,Sucrose,40,4.12884389,397.1066758,221.2335411,21.34112183,38.30658726,0.03947997
13,100 mM,d,Low VPD,Sucrose,41,4.180001049,397.018321,234.9859547,22.66907642,38.30032595,0.043615948
13,100 mM,d,Low VPD,Sucrose,42,4.335461545,396.923579,233.2774784,22.50356155,38.28999804,0.044772342
13,100 mM,d,Low VPD,Sucrose,43,4.502210668,396.8215144,215.1023719,20.74945879,38.27866513,0.041592169
13,100 mM,d,Low VPD,Sucrose,44,4.584679368,396.786966,231.0299539,22.28673132,38.27678772,0.046715684
13,100 mM,d,Low VPD,Sucrose,45,4.637677969,396.7079982,232.7867763,22.45652825,38.26971836,0.047826079
13,100 mM,d,Low VPD,Sucrose,46,4.785453281,396.6338691,231.4333992,22.32597549,38.26257606,0.048953156
13,100 mM,d,Low VPD,Sucrose,47,4.817548823,396.5575143,229.248087,22.11553262,38.25585092,0.048613542
13,100 mM,d,Low VPD,Sucrose,48,5.035210927,396.4665787,227.7086781,21.96705759,38.24713331,0.050360616
13,100 mM,d,Low VPD,Sucrose,49,5.149126306,396.391127,227.523388,21.94935628,38.24015699,0.051473047
13,100 mM,d,Low VPD,Sucrose,50,5.105919856,396.3941593,222.2004636,21.43650645,38.24162118,0.049370565
13,100 mM,d,Low VPD,Sucrose,51,5.217623373,396.3183528,227.2551725,21.92419521,38.23438137,0.052092423
13,100 mM,d,Low VPD,Sucrose,52,5.361083074,396.2564818,226.2502747,21.82737045,38.2286255,0.0532194
13,100 mM,d,Low VPD,Sucrose,53,5.375152378,396.2237076,226.5434979,21.85576175,38.22564334,0.053473503
13,100 mM,d,Low VPD,Sucrose,54,5.401343329,396.1541915,227.4775135,21.94531568,38.21797,0.054079895
13,100 mM,d,Low VPD,Sucrose,55,5.406767355,396.164385,229.2047891,22.11258581,38.220052,0.054730372
13,100 mM,d,Low VPD,Sucrose,56,5.569927901,396.1196753,221.4176054,21.36059576,38.21445111,0.053733181
13,100 mM,d,Low VPD,Sucrose,57,5.530854566,396.1005462,219.8997691,21.21509635,38.21427957,0.052870201
13,100 mM,d,Low VPD,Sucrose,58,5.555116158,396.0806753,225.3095738,21.73701673,38.21236762,0.054904821
13,100 mM,d,Low VPD,Sucrose,59,5.643322457,396.0380301,222.4266558,21.45909938,38.20863743,0.054809544
13,100 mM,d,Low VPD,Sucrose,60,5.715854655,396.0172236,212.4708695,20.49913273,38.20763594,0.052317915
13,100 mM,d,Low VPD,Sucrose,61,5.723124207,395.9780945,224.8217952,21.69086418,38.20406762,0.056438659
13,100 mM,d,Low VPD,Sucrose,62,5.803493456,395.9463687,218.4024431,21.07192218,38.20170178,0.055145206
13,100 mM,d,Low VPD,Sucrose,63,5.86114909,395.9135138,217.2605308,20.96207975,38.19911163,0.055356195
13,100 mM,d,Low VPD,Sucrose,64,5.918804725,395.8806589,216.1186186,20.85223732,38.19652148,0.055567183
13,100 mM,d,Low VPD,Sucrose,65,5.976460359,395.847804,214.9767064,20.74239489,38.19393133,0.055778172
13,100 mM,d,Low VPD,Sucrose,66,6.034115994,395.8149491,213.8347942,20.63255246,38.19134118,0.05598916
13,100 mM,d,Low VPD,Sucrose,67,6.091771628,395.7820942,212.692882,20.52271003,38.18875104,0.056200149
13,100 mM,d,Low VPD,Sucrose,68,6.149427263,395.7492393,211.5509698,20.4128676,38.18616089,0.056411137
13,100 mM,d,Low VPD,Sucrose,69,6.207082897,395.7163844,210.4090576,20.30302517,38.18357074,0.056622126
13,100 mM,d,Low VPD,Sucrose,70,6.264738532,395.6835295,209.2671454,20.19318274,38.18098059,0.056833114
13,100 mM,d,Low VPD,Sucrose,71,6.322394166,395.6506746,208.1252332,20.08334031,38.17839044,0.057044103
13,100 mM,d,Low VPD,Sucrose,72,6.380049801,395.6178198,206.983321,19.97349788,38.17580029,0.057255091
13,100 mM,d,Low VPD,Sucrose,73,6.437705435,395.5849649,205.8414087,19.86365545,38.17321014,0.05746608
13,100 mM,d,Low VPD,Sucrose,74,6.49536107,395.55211,204.6994965,19.75381302,38.17061999,0.057677068
13,100 mM,d,Low VPD,Sucrose,75,6.553016704,395.5192551,203.5575843,19.64397059,38.16802984,0.057888057
13,100 mM,d,Low VPD,Sucrose,76,6.610672339,395.4864002,202.4156721,19.53412816,38.16543969,0.058099045
13,100 mM,d,Low VPD,Sucrose,77,6.668327973,395.4535453,201.2737599,19.42428573,38.16284955,0.058310034
13,100 mM,d,Low VPD,Sucrose,78,6.725983608,395.4206904,200.1318477,19.3144433,38.1602594,0.058521022
13,100 mM,d,Low VPD,Sucrose,79,6.783639242,395.3878355,198.9899355,19.20460087,38.15766925,0.058732011
13,100 mM,d,Low VPD,Sucrose,80,6.841294877,395.3549806,197.8480233,19.09475844,38.1550791,0.058942999
13,100 mM,d,Low VPD,Sucrose,81,6.898950511,395.3221257,196.7061111,18.98491601,38.15248895,0.059153988
13,100 mM,d,Low VPD,Sucrose,82,6.956606146,395.2892709,195.5641989,18.87507358,38.1498988,0.059364976
13,100 mM,d,Low VPD,Sucrose,83,7.01426178,395.256416,194.4222866,18.76523115,38.14730865,0.059575965
13,100 mM,d,Low VPD,Sucrose,84,7.071917415,395.2235611,193.2803744,18.65538872,38.1447185,0.059786953
13,100 mM,d,Low VPD,Sucrose,85,7.129573049,395.1907062,192.1384622,18.54554629,38.14212835,0.059997942
13,100 mM,d,Low VPD,Sucrose,86,7.187228684,395.1578513,190.99655,18.43570386,38.1395382,0.06020893
13,100 mM,d,Low VPD,Sucrose,87,7.244884318,395.1249964,189.8546378,18.32586143,38.13694806,0.060419919
13,100 mM,d,Low VPD,Sucrose,88,7.302539953,395.0921415,188.7127256,18.216019,38.13435791,0.060630907
13,100 mM,d,Low VPD,Sucrose,89,7.360195587,395.0592866,187.5708134,18.10617657,38.13176776,0.060841896
13,100 mM,d,Low VPD,Sucrose,90,7.417851222,395.0264317,186.4289012,17.99633414,38.12917761,0.061052884
13,100 mM,d,Low VPD,Sucrose,91,7.475506856,394.9935768,185.286989,17.88649171,38.12658746,0.061263873
13,100 mM,d,Low VPD,Sucrose,92,7.533162491,394.960722,184.1450768,17.77664928,38.12399731,0.061474861
13,100 mM,d,Low VPD,Sucrose,93,7.590818125,394.9278671,183.0031645,17.66680685,38.12140716,0.06168585
13,100 mM,d,Low VPD,Sucrose,94,7.64847376,394.8950122,181.8612523,17.55696442,38.11881701,0.061896838
13,100 mM,d,Low VPD,Sucrose,95,5.723772705,395.9682236,224.6763947,21.67714361,38.20365756,0.056400613
14,1 mM,b,Low VPD,Sucrose,1,-1.156253906,400.3610004,407.7922973,40.13862075,39.40716504,0.114410063
14,1 mM,b,Low VPD,Sucrose,2,-1.186701314,400.3873875,409.0842998,40.26504787,39.40903461,0.108878076
14,1 mM,b,Low VPD,Sucrose,3,-1.181287607,400.3829037,409.2296141,40.27908678,39.40833499,0.107368674
14,1 mM,b,Low VPD,Sucrose,4,-1.330073725,400.5134844,412.044829,40.5561697,39.42117871,0.104905916
14,1 mM,b,Low VPD,Sucrose,5,-1.174370556,400.4310327,410.1818921,40.3713669,39.41165724,0.101398224
14,1 mM,b,Low VPD,Sucrose,6,-1.213884542,400.4363876,411.7147611,40.52391372,39.41381546,0.096828608
14,1 mM,b,Low VPD,Sucrose,7,-1.124141767,400.4351295,410.1884512,40.37346174,39.41347528,0.096974188
14,1 mM,b,Low VPD,Sucrose,8,-1.228531302,400.4422585,412.4334545,40.59421148,39.41396497,0.09461896
14,1 mM,b,Low VPD,Sucrose,9,-0.639235438,400.0885486,402.1503926,39.58242485,39.37948389,0.089606589
14,1 mM,b,Low VPD,Sucrose,10,2.826218932,397.8019989,334.4843858,32.92325972,39.15560511,0.083834729
14,1 mM,b,Low VPD,Sucrose,11,3.971918878,397.0712566,313.2016148,30.82797991,39.08314691,0.085263988
14,1 mM,b,Low VPD,Sucrose,12,4.399699809,396.7552564,302.2413102,29.74909728,39.05194398,0.082602191
14,1 mM,b,Low VPD,Sucrose,13,4.620533413,396.6352886,294.711369,29.00816337,39.04043909,0.079765141
14,1 mM,b,Low VPD,Sucrose,14,4.833983537,396.4871917,288.9221535,28.43776233,39.02507435,0.078642933
14,1 mM,b,Low VPD,Sucrose,15,5.048675367,396.374482,282.3751855,27.79228598,39.01246826,0.07707264
14,1 mM,b,Low VPD,Sucrose,16,5.223326308,396.2614174,276.6247468,27.22723821,39.00267105,0.075647642
14,1 mM,b,Low VPD,Sucrose,17,5.329334528,396.1572238,273.4181633,26.91164897,38.99245029,0.075064121
14,1 mM,b,Low VPD,Sucrose,18,5.628534101,395.9839011,265.3120717,26.11378536,38.97537919,0.074079674
14,1 mM,b,Low VPD,Sucrose,19,5.805100296,395.8826107,260.428899,25.63339863,38.96578609,0.07350049
14,1 mM,b,Low VPD,Sucrose,20,6.043747155,395.7176751,253.1284009,24.91540659,38.9504565,0.072410796
14,1 mM,b,Low VPD,Sucrose,21,6.20539973,395.6114815,248.9966194,24.508547,38.93973586,0.072163989
14,1 mM,b,Low VPD,Sucrose,22,6.460161964,395.4660943,243.0295079,23.9211522,38.92533345,0.072065314
14,1 mM,b,Low VPD,Sucrose,23,6.5705072,395.3255459,240.1498757,23.63858657,38.91293764,0.071912416
14,1 mM,b,Low VPD,Sucrose,24,6.848157349,395.1677393,234.1228014,23.04466109,38.89628252,0.07205013
14,1 mM,b,Low VPD,Sucrose,25,7.064210376,395.0409006,228.8871287,22.52929658,38.88376625,0.071897782
14,1 mM,b,Low VPD,Sucrose,26,7.284497352,394.8956101,224.8311656,22.12967764,38.86877751,0.072337715
14,1 mM,b,Low VPD,Sucrose,27,7.510820001,394.7587068,220.2082624,21.67569316,38.85716415,0.072559329
14,1 mM,b,Low VPD,Sucrose,28,7.635170335,394.614481,218.6156433,21.51851824,38.84222911,0.073121822
14,1 mM,b,Low VPD,Sucrose,29,7.860467259,394.4857067,219.4778438,21.60327823,38.82936123,0.075754783
14,1 mM,b,Low VPD,Sucrose,30,8.101332425,394.3198679,217.0260872,21.36187633,38.81290199,0.077027456
14,1 mM,b,Low VPD,Sucrose,31,8.229226538,394.2244807,214.0734146,21.07095143,38.8029728,0.076931562
14,1 mM,b,Low VPD,Sucrose,32,8.41713897,394.1078678,212.8198872,20.94767023,38.79168323,0.07817448
14,1 mM,b,Low VPD,Sucrose,33,8.601951498,393.9702225,218.3081127,21.48694709,38.77646701,0.0826411
14,1 mM,b,Low VPD,Sucrose,34,8.800180137,393.8686095,212.7733781,20.94261705,38.76725337,0.081868698
14,1 mM,b,Low VPD,Sucrose,35,8.866953834,393.7677708,211.8478586,20.85147052,38.75723417,0.082091811
14,1 mM,b,Low VPD,Sucrose,36,9.079178757,393.6764159,209.4127918,20.61195572,38.74854435,0.082941937
14,1 mM,b,Low VPD,Sucrose,37,9.211905962,393.5926417,209.0188773,20.57360372,38.74108951,0.084009474
14,1 mM,b,Low VPD,Sucrose,38,9.317176336,393.4879319,222.1787089,21.86867856,38.73035874,0.09201991
14,1 mM,b,Low VPD,Sucrose,39,9.444219947,393.3897383,213.0403503,20.96910254,38.72050411,0.088309231
14,1 mM,b,Low VPD,Sucrose,40,9.478040382,393.3394803,213.1440066,20.97872785,38.71449187,0.088706083
14,1 mM,b,Low VPD,Sucrose,41,9.620247708,393.2625125,212.1838581,20.88430736,38.70706876,0.089582983
14,1 mM,b,Low VPD,Sucrose,42,9.739958329,393.1876415,213.0104903,20.96662723,38.70146818,0.091185291
14,1 mM,b,Low VPD,Sucrose,43,9.823407356,393.1093188,215.5862663,21.2196634,38.69285169,0.093447592
14,1 mM,b,Low VPD,Sucrose,44,9.938182812,393.0156736,214.604842,21.12315028,38.68379231,0.094045078
14,1 mM,b,Low VPD,Sucrose,45,10.09100788,392.956351,213.8034032,21.04415841,38.67775524,0.095083325
14,1 mM,b,Low VPD,Sucrose,46,10.09430381,392.9020607,215.5417169,21.21580092,38.67340402,0.096141989
14,1 mM,b,Low VPD,Sucrose,47,10.2412059,392.8389961,218.5582831,21.51208662,38.66605461,0.099401891
14,1 mM,b,Low VPD,Sucrose,48,10.32486897,392.7880929,216.9577767,21.35429275,38.66057282,0.099277645
14,1 mM,b,Low VPD,Sucrose,49,10.37580386,392.7148025,217.1662977,21.37451308,38.65281017,0.099936816
14,1 mM,b,Low VPD,Sucrose,50,10.41570156,392.6532541,218.1177926,21.46751406,38.64558296,0.100946552
14,1 mM,b,Low VPD,Sucrose,51,10.55467238,392.6206734,219.7528122,21.62912014,38.64359974,0.103371237
14,1 mM,b,Low VPD,Sucrose,52,10.6331448,392.5594798,219.4568657,21.60074253,38.63891987,0.103997027
14,1 mM,b,Low VPD,Sucrose,53,10.6948472,392.5028346,221.7247528,21.82376636,38.63299001,0.106133022
14,1 mM,b,Low VPD,Sucrose,54,10.78778688,392.4299314,222.8447125,21.93221878,38.62267591,0.10788011
14,1 mM,b,Low VPD,Sucrose,55,10.75101959,392.4130927,224.0609235,22.05194718,38.62107082,0.108351527
14,1 mM,b,Low VPD,Sucrose,56,10.87515521,392.3551249,223.0782604,21.955564,38.61594599,0.108973268
14,1 mM,b,Low VPD,Sucrose,57,11.00964602,392.3050926,222.6278254,21.90944997,38.60788193,0.110058602
14,1 mM,b,Low VPD,Sucrose,58,11.07309301,392.2350603,225.6695991,22.20920325,38.60169119,0.112926514
14,1 mM,b,Low VPD,Sucrose,59,11.10857706,392.2124474,225.3358494,22.17509626,38.59727068,0.113064548
14,1 mM,b,Low VPD,Sucrose,60,11.09608226,392.1931893,226.0415315,22.24465457,38.5955712,0.113462253
14,1 mM,b,Low VPD,Sucrose,61,11.22779495,392.1323505,225.8680371,22.22694728,38.58848376,0.11473371
14,1 mM,b,Low VPD,Sucrose,62,11.29378784,392.0834796,226.2727545,22.2670411,38.58413698,0.115749222
14,1 mM,b,Low VPD,Sucrose,63,11.32436109,392.0269957,230.2972556,22.66320506,38.5787845,0.119216187
14,1 mM,b,Low VPD,Sucrose,64,11.45082426,391.9900601,231.7338606,22.80460688,38.57519657,0.121794344
14,1 mM,b,Low VPD,Sucrose,65,11.45422403,391.9479311,230.4889018,22.68282057,38.57228926,0.120847658
14,1 mM,b,Low VPD,Sucrose,66,11.50064365,391.9196408,230.6238981,22.69591891,38.56918757,0.121470797
14,1 mM,b,Low VPD,Sucrose,67,11.51479114,391.8893827,232.0036144,22.83258053,38.56770039,0.12277254
14,1 mM,b,Low VPD,Sucrose,68,11.53446032,391.8770601,232.5266198,22.88416397,38.56667639,0.123427708
14,1 mM,b,Low VPD,Sucrose,69,11.5865483,391.8118343,233.0620521,22.93682286,38.56019697,0.12449484
14,1 mM,b,Low VPD,Sucrose,70,11.73483741,391.7704794,231.9196755,22.82379859,38.55511826,0.125174229
14,1 mM,b,Low VPD,Sucrose,71,11.73733044,391.7489633,233.6197841,22.99050385,38.55198344,0.126661196
14,1 mM,b,Low VPD,Sucrose,72,11.76204315,391.7067375,234.3906398,23.0663288,38.54776969,0.127636473
14,1 mM,b,Low VPD,Sucrose,73,11.79249164,391.6690923,235.0889101,23.13396941,38.54227235,0.128613052
14,1 mM,b,Low VPD,Sucrose,74,11.86841127,391.6126084,238.5057081,23.47118533,38.53833178,0.132625669
14,1 mM,b,Low VPD,Sucrose,75,11.86349469,391.6436406,237.9791735,23.41948677,38.54157877,0.132054154
14,1 mM,b,Low VPD,Sucrose,76,11.96362412,391.5848664,238.3713404,23.45825231,38.53607813,0.133605683
14,1 mM,b,Low VPD,Sucrose,77,11.87081866,391.5959955,245.7010206,24.17789915,38.5345102,0.139782997
14,1 mM,b,Low VPD,Sucrose,78,12.01995508,391.5222858,241.0389492,23.71896922,38.52698943,0.136911229
14,1 mM,b,Low VPD,Sucrose,79,12.04681095,391.5060277,240.8939111,23.70433762,38.52480545,0.137096337
14,1 mM,b,Low VPD,Sucrose,80,12.05157381,391.470318,241.8301425,23.79553654,38.51978981,0.13810058
14,1 mM,b,Low VPD,Sucrose,81,12.1234549,391.4376728,242.088049,23.82121627,38.5170664,0.139221257
14,1 mM,b,Low VPD,Sucrose,82,12.15194013,391.4166728,242.7859292,23.88967107,38.51465196,0.140284138
14,1 mM,b,Low VPD,Sucrose,83,12.18304059,391.4021889,243.6310218,23.97348948,38.51429177,0.14153346
14,1 mM,b,Low VPD,Sucrose,84,12.18856018,391.372705,245.8123172,24.18591798,38.50786751,0.143928677
14,1 mM,b,Low VPD,Sucrose,85,12.31032879,391.3362534,243.1020428,23.91932408,38.50440151,0.142538001
14,1 mM,b,Low VPD,Sucrose,86,12.20083826,391.3589631,246.128716,24.21728368,38.50688852,0.14440953
14,1 mM,b,Low VPD,Sucrose,87,12.28113897,391.3340276,246.349375,24.23802774,38.50289865,0.145635986
14,1 mM,b,Low VPD,Sucrose,88,12.34552634,391.2604147,248.0227587,24.40207225,38.49471298,0.148368888
14,1 mM,b,Low VPD,Sucrose,89,12.37751752,391.2586404,247.6959051,24.36878159,38.49274921,0.148388908
14,1 mM,b,Low VPD,Sucrose,90,12.33846961,391.247963,252.03721,24.79503898,38.49038202,0.152962967
14,1 mM,b,Low VPD,Sucrose,91,12.39211915,391.2168663,250.6136644,24.65643757,38.48957822,0.15198479
14,1 mM,b,Low VPD,Sucrose,92,12.45580155,391.197963,250.4917564,24.64291114,38.48532494,0.152656502
14,1 mM,b,Low VPD,Sucrose,93,12.33250319,391.2106405,252.3390746,24.82415499,38.48580958,0.153283955
14,1 mM,b,Low VPD,Sucrose,94,12.34123599,391.198963,253.1964425,24.9084742,38.48462158,0.154440514
14,1 mM,b,Low VPD,Sucrose,95,12.40036423,391.1791566,253.2930694,24.91648762,38.48036836,0.155332797
14,1 mM,b,Low VPD,Sucrose,96,12.47265197,391.1634469,253.3318854,24.9196266,38.47777402,0.156307321
14,1 mM,b,Low VPD,Sucrose,97,12.53043754,391.121221,256.2546708,25.20703159,38.47346448,0.160837625
14,1 mM,b,Low VPD,Sucrose,98,12.4978317,391.1398339,254.5480662,25.03873376,38.47464374,0.158189192
14,1 mM,b,Low VPD,Sucrose,99,12.52403066,391.130963,255.3359632,25.11696697,38.47489149,0.159537562
14,1 mM,b,Low VPD,Sucrose,100,12.48384435,391.1238985,256.5463531,25.23616153,38.47439562,0.16057569
14,1 mM,b,Low VPD,Sucrose,101,12.44975756,391.1263501,257.8399547,25.36344821,38.47469231,0.161819614
14,1 mM,b,Low VPD,Sucrose,102,12.47218993,391.1215114,260.2147357,25.59618993,38.47291917,0.165361173
14,1 mM,b,Low VPD,Sucrose,103,12.47502957,391.1335759,259.3741729,25.51307179,38.47344894,0.164237763
14,1 mM,b,Low VPD,Sucrose,104,12.44382724,391.1166404,261.108609,25.68302179,38.47080048,0.166225116
14,1 mM,b,Low VPD,Sucrose,105,12.4823722,391.1320597,261.215976,25.6929527,38.47137402,0.16691642
14,1 mM,b,Low VPD,Sucrose,106,12.50155928,391.1231565,261.1186215,25.68196558,38.46838416,0.167043698
14,1 mM,b,Low VPD,Sucrose,107,12.44870076,391.1086082,261.9105029,25.75989444,38.46701964,0.167459018
14,1 mM,b,Low VPD,Sucrose,108,12.48827067,391.1231243,262.0854761,25.7776802,38.46930767,0.16823007
14,1 mM,b,Low VPD,Sucrose,109,12.43685846,391.1182211,263.0935294,25.87630136,38.46804206,0.168973897
14,1 mM,b,Low VPD,Sucrose,110,12.52391206,391.0980274,262.533187,25.82105972,38.46586269,0.169393783
14,1 mM,b,Low VPD,Sucrose,111,12.44644883,391.1189308,263.658482,25.93104748,38.46689659,0.169919069
