Day,Treatment,Group,VPD,Sugar,Time,a,da,di,Pdi,Pda,gsw
11,100 mM,d,Low VPD,Sucrose,54,4.528451834,396.9571273,204.1777033,19.71327873,38.32605798,0.039348991
11,100 mM,d,Low VPD,Sucrose,55,4.505236854,396.7111918,198.5099514,19.16598515,38.3021645,0.038014969
11,100 mM,d,Low VPD,Sucrose,56,4.740460188,396.7873207,181.322365,17.50645894,38.30934446,0.036635626
11,100 mM,d,Low VPD,Sucrose,57,4.343719343,396.9091274,168.8750598,16.30444878,38.32054625,0.031613675
11,100 mM,d,Low VPD,Sucrose,58,3.757819466,397.4589985,203.2546121,19.6233983,38.37303449,0.032377656
11,100 mM,d,Low VPD,Sucrose,59,3.844208443,397.5661275,193.0156922,18.63502929,38.38370004,0.031356949
11,100 mM,d,Low VPD,Sucrose,60,4.815857491,397.5739336,135.3500825,13.06713818,38.38308355,0.030296349
11,100 mM,d,Low VPD,Sucrose,61,3.464612257,397.2098374,202.2055465,19.52151605,38.34780179,0.029710982
11,100 mM,d,Low VPD,Sucrose,62,3.620166244,397.3919663,193.8011052,18.70988123,38.36488178,0.029668862
11,100 mM,d,Low VPD,Sucrose,63,3.975797466,397.1512888,175.4521843,16.93814134,38.34095704,0.029796178
11,100 mM,d,Low VPD,Sucrose,64,4.008822451,397.5230307,177.2801817,17.11413603,38.37576857,0.030254187
11,100 mM,d,Low VPD,Sucrose,65,3.965837018,397.3788694,181.5780055,17.52856676,38.36082472,0.030576374
11,100 mM,d,Low VPD,Sucrose,66,3.586253523,398.1189663,204.2749153,19.71923846,38.43155593,0.030956762
11,100 mM,d,Low VPD,Sucrose,67,3.876052801,397.9404501,193.7295404,18.70112972,38.41404858,0.031672716
11,100 mM,d,Low VPD,Sucrose,68,4.666956795,397.1374498,158.337659,15.28440937,38.33586651,0.032370869
11,100 mM,d,Low VPD,Sucrose,69,4.6625804,397.0343208,161.7849637,15.61700259,38.3254777,0.032851107
11,100 mM,d,Low VPD,Sucrose,70,3.165306751,396.6442246,236.3509721,22.81507912,38.28826803,0.033420107
11,100 mM,d,Low VPD,Sucrose,71,4.165023837,396.6494177,194.3883505,18.76422978,38.28840975,0.034382768
11,100 mM,d,Low VPD,Sucrose,72,4.114142792,396.9147726,199.2132366,19.2299504,38.31397711,0.034790435
11,100 mM,d,Low VPD,Sucrose,73,4.36186124,396.814579,200.0004155,19.30529266,38.30302832,0.037074065
11,100 mM,d,Low VPD,Sucrose,74,4.280402841,396.79745,200.494208,19.3528086,38.301082,0.036479886
11,100 mM,d,Low VPD,Sucrose,75,4.12978082,396.582321,207.8280298,20.0605605,38.28003206,0.036681184
11,100 mM,d,Low VPD,Sucrose,76,4.770346186,396.8879982,177.8417387,17.16631027,38.30991852,0.036235571
11,100 mM,d,Low VPD,Sucrose,77,4.888006536,396.6729336,177.4934134,17.13254491,38.28883969,0.037108
11,100 mM,d,Low VPD,Sucrose,78,4.087522079,397.0164178,213.4885538,20.60657479,38.32125122,0.037407471
11,100 mM,d,Low VPD,Sucrose,79,4.626141108,396.732095,190.1520142,18.35370353,38.29306401,0.037370412
11,100 mM,d,Low VPD,Sucrose,80,5.038784555,396.6724819,173.8757528,16.78257964,38.28703778,0.037604152
11,100 mM,d,Low VPD,Sucrose,81,4.543755745,396.6427079,195.4982598,18.86967024,38.28431571,0.037750295
11,100 mM,d,Low VPD,Sucrose,82,4.088124199,397.1546436,215.1594245,20.76742562,38.33380547,0.037749456
11,100 mM,d,Low VPD,Sucrose,83,5.272777623,396.6487076,164.2094564,15.8497714,38.28519671,0.03764522
11,100 mM,d,Low VPD,Sucrose,84,4.770481385,397.5103207,185.5469656,17.90855329,38.36675388,0.037514906
11,100 mM,d,Low VPD,Sucrose,85,3.454005144,397.0841599,240.187167,23.18188175,38.324937,0.037339144
11,100 mM,d,Low VPD,Sucrose,86,4.663672937,396.2574498,188.3855267,18.18216475,38.24507307,0.037426751
11,100 mM,d,Low VPD,Sucrose,87,4.531447625,397.0569982,194.0603245,18.7289673,38.32039112,0.037286578
11,100 mM,d,Low VPD,Sucrose,88,4.413904745,396.8305467,197.5302574,19.06368593,38.29819802,0.03702666
11,100 mM,d,Low VPD,Sucrose,89,4.820512399,396.5369981,178.2701974,17.20414671,38.26820629,0.036755139
11,100 mM,d,Low VPD,Sucrose,90,3.816788279,396.7331598,221.4239714,21.3687118,38.28707659,0.036661955
11,100 mM,d,Low VPD,Sucrose,91,4.134526983,397.6248694,206.5520408,19.93399383,38.37411463,0.036261944
11,100 mM,d,Low VPD,Sucrose,92,6.03826032,397.6986751,119.9530549,11.5766349,38.381785,0.035813116
11,100 mM,d,Low VPD,Sucrose,93,4.408857759,397.5669983,190.2115,18.357239,38.36903871,0.035475248
11,100 mM,d,Low VPD,Sucrose,94,5.938544127,396.6486429,117.9320496,11.38154548,38.28030281,0.03508901
11,100 mM,d,Low VPD,Sucrose,95,4.38482077,396.5784499,185.696777,17.92139916,38.27336593,0.034654896
11,100 mM,d,Low VPD,Sucrose,96,5.414455663,397.0389979,136.9419272,13.21573711,38.31670201,0.034372686
11,100 mM,d,Low VPD,Sucrose,97,4.940676726,396.7328045,157.8616912,15.23449695,38.28683613,0.034272727
11,100 mM,d,Low VPD,Sucrose,98,5.396490126,397.6095785,136.4170127,13.1645867,38.37032983,0.034110541
11,100 mM,d,Low VPD,Sucrose,99,5.1563856,396.8111915,144.4053124,13.93532411,38.29286105,0.03377027
11,100 mM,d,Low VPD,Sucrose,100,4.559888018,397.3226756,172.4560216,16.64186777,38.34131954,0.033693329
11,100 mM,d,Low VPD,Sucrose,101,3.757546966,395.7657727,208.1502993,20.08583289,38.19012128,0.033580996
11,100 mM,d,Low VPD,Sucrose,102,5.091334942,396.7887077,144.1900281,13.91373903,38.28846283,0.033316807
11,100 mM,d,Low VPD,Sucrose,103,3.372817981,396.9107406,225.1070561,21.72189115,38.30022947,0.033093039
11,100 mM,d,Low VPD,Sucrose,104,4.392923308,396.639837,192.8777542,18.61200868,38.27431589,0.036009058
11,100 mM,d,Low VPD,Sucrose,105,4.198604051,397.1246113,171.9843795,16.59582058,38.3209732,0.030972525
11,100 mM,d,Low VPD,Sucrose,106,4.8045574,397.430353,150.2131058,14.49546396,38.35176248,0.032149368
11,100 mM,d,Low VPD,Sucrose,107,5.364150634,396.8139334,123.9099137,11.95693122,38.29134223,0.032385465
11,100 mM,d,Low VPD,Sucrose,108,4.540009057,396.8046434,163.6685694,15.79347895,38.29034374,0.032294505
11,100 mM,d,Low VPD,Sucrose,109,5.295559963,397.2525141,125.4812573,12.10839894,38.33315049,0.032110031
11,100 mM,d,Low VPD,Sucrose,110,4.99789902,397.58774,140.7273205,13.57965033,38.36570231,0.032137065
11,100 mM,d,Low VPD,Sucrose,111,4.185764452,396.8399661,180.5238494,17.41958558,38.29293345,0.032202554
11,100 mM,d,Low VPD,Sucrose,112,4.343907724,396.8551596,173.9039809,16.78095686,38.29474909,0.032378588
11,100 mM,d,Low VPD,Sucrose,113,4.704786886,397.3290627,157.6160969,15.20908535,38.34006643,0.032512412
11,100 mM,d,Low VPD,Sucrose,114,1.832499526,398.4495477,298.9762853,28.85043316,38.449344,0.032528484
11,100 mM,d,Low VPD,Sucrose,115,3.756676039,396.9499985,205.7903081,19.85844174,38.30505184,0.032918359
11,100 mM,d,Low VPD,Sucrose,116,4.592161477,396.8763853,166.5507108,16.07227308,38.29887976,0.03308651
11,100 mM,d,Low VPD,Sucrose,117,2.848128202,397.611257,251.1622245,24.23734156,38.36978218,0.033140072
11,100 mM,d,Low VPD,Sucrose,118,5.4997196,396.9630624,124.4391643,12.0085953,38.30762439,0.033256586
11,100 mM,d,Low VPD,Sucrose,119,4.339658327,396.8456435,180.5242876,17.42084959,38.29616699,0.033389891
11,100 mM,d,Low VPD,Sucrose,120,5.275668061,396.7717721,137.2910848,13.24843469,38.28802808,0.033570778
11,1 mM,c,Low VPD,Sucrose,1,-0.821696833,400.3676455,428.050004,41.26461089,38.59599334,0.03515022
11,1 mM,b,Low VPD,Sucrose,2,-0.870921722,400.3830649,425.698856,41.03753861,38.59708631,0.039834398
11,1 mM,b,Low VPD,Sucrose,3,-0.797081102,400.3970003,423.4386112,40.82042264,38.59916017,0.038985588
11,1 mM,b,Low VPD,Sucrose,4,-0.77047007,400.3904197,422.7606299,40.75579099,38.59921455,0.038473195
11,1 mM,b,Low VPD,Sucrose,5,-0.835865182,400.3991294,425.986584,41.06690499,38.60016635,0.03789934
11,1 mM,b,Low VPD,Sucrose,6,-0.803938875,400.4034842,424.9194678,40.96332076,38.5999174,0.037593973
11,1 mM,b,Low VPD,Sucrose,7,-0.818611693,400.4253552,425.9453463,41.06194256,38.60176681,0.037177912
11,1 mM,b,Low VPD,Sucrose,8,-0.811549647,400.3802584,428.9636091,41.3526817,38.59720739,0.033849436
11,1 mM,b,Low VPD,Sucrose,9,-0.869481567,400.4038713,428.8437688,41.33986903,38.59830737,0.036429334
11,1 mM,b,Low VPD,Sucrose,10,-0.819620847,400.4148068,426.8667141,41.14841885,38.59854994,0.036239832
11,1 mM,b,Low VPD,Sucrose,11,0.439464218,399.522516,367.9308535,35.46822867,38.51363869,0.032492011
11,1 mM,b,Low VPD,Sucrose,12,3.250576062,397.65316,239.8144178,23.11828049,38.33404753,0.034909893
11,1 mM,b,Low VPD,Sucrose,13,3.949181178,397.2356759,212.1125416,20.44824345,38.2946324,0.035809909
11,1 mM,b,Low VPD,Sucrose,14,4.386771521,396.9852241,194.4144097,18.7424348,38.27118418,0.036172281
11,1 mM,b,Low VPD,Sucrose,15,4.626422057,396.7568047,188.8547864,18.20637725,38.24898591,0.037121403
11,1 mM,b,Low VPD,Sucrose,16,5.014894235,396.4923206,177.6859975,17.12987738,38.22397336,0.038140366
11,1 mM,b,Low VPD,Sucrose,17,5.309068061,396.2960302,173.0212387,16.68017806,38.20506891,0.039536463
11,1 mM,b,Low VPD,Sucrose,18,5.600348668,396.0586752,200.0536679,19.28663136,38.18294234,0.04787332
11,1 mM,b,Low VPD,Sucrose,19,5.937946559,395.8795461,168.4206459,16.23690801,38.16550956,0.043390716
11,1 mM,b,Low VPD,Sucrose,20,6.277161372,395.6354169,166.3082119,16.03320537,38.14185614,0.045487029
11,1 mM,b,Low VPD,Sucrose,21,6.71921566,395.35532,161.202419,15.5411603,38.11531143,0.047652898
11,1 mM,b,Low VPD,Sucrose,22,6.952428041,395.1460296,171.155457,16.50065728,38.09501214,0.0516728
11,1 mM,b,Low VPD,Sucrose,23,7.348949277,394.8932552,174.6100736,16.83362651,38.07045855,0.055609839
11,1 mM,b,Low VPD,Sucrose,24,7.64965644,394.6561583,168.7708447,16.2704715,38.04710337,0.056385539
11,1 mM,b,Low VPD,Sucrose,25,8.002426518,394.4355775,167.8869288,16.18560311,38.02665137,0.058819464
11,1 mM,b,Low VPD,Sucrose,26,8.288399704,394.2183516,178.9392072,17.25106295,38.00556462,0.064315579
11,1 mM,b,Low VPD,Sucrose,27,8.571082875,394.0200612,175.3294921,16.90313489,37.98661687,0.065427564
11,1 mM,b,Low VPD,Sucrose,28,8.973466006,393.8071901,172.2430909,16.60547124,37.96584194,0.067582823
11,1 mM,b,Low VPD,Sucrose,29,9.165099851,393.6253513,174.8955786,16.86121177,37.94836015,0.069977904
11,1 mM,b,Low VPD,Sucrose,30,9.292148774,393.4733512,187.2263812,18.05038187,37.93452718,0.075501548
11,1 mM,b,Low VPD,Sucrose,31,9.55979036,393.3328027,195.698453,18.86686917,37.920374,0.081311529
11,1 mM,b,Low VPD,Sucrose,32,9.760101456,393.2003833,185.0908828,17.84444215,37.90808812,0.078602912
11,1 mM,b,Low VPD,Sucrose,33,9.887508291,393.0811252,185.5313489,17.88743367,37.89770622,0.079862978
11,1 mM,b,Low VPD,Sucrose,34,10.08906945,392.9530929,185.5753983,17.89157185,37.88513217,0.081575291
11,1 mM,b,Low VPD,Sucrose,35,10.27591574,392.8456412,185.9793478,17.93078444,37.8753372,0.083308969
11,1 mM,b,Low VPD,Sucrose,36,10.44794716,392.7451572,187.1417828,18.04355792,37.86711811,0.085265971
11,1 mM,b,Low VPD,Sucrose,37,10.47704984,392.6672217,190.2027494,18.33905246,37.86036113,0.086909839
11,1 mM,b,Low VPD,Sucrose,38,10.61809862,392.5382217,194.9218249,18.79406924,37.84794505,0.090396035
11,1 mM,b,Low VPD,Sucrose,39,10.79168185,392.4262216,202.2834975,19.5038153,37.83703881,0.095753425
11,1 mM,b,Low VPD,Sucrose,40,10.97358662,392.3552861,190.5872942,18.37591482,37.82984247,0.091417057
11,1 mM,b,Low VPD,Sucrose,41,11.11774355,392.2397054,196.7798845,18.97284298,37.81840994,0.095802537
11,1 mM,b,Low VPD,Sucrose,42,11.2338245,392.1291892,198.8694114,19.17425961,37.80765891,0.097984292
11,1 mM,b,Low VPD,Sucrose,43,11.35580779,392.0298988,203.0880638,19.58152337,37.79908322,0.101476434
11,1 mM,b,Low VPD,Sucrose,44,11.47255969,391.9642214,203.3853951,19.61007123,37.79251847,0.102736143
11,1 mM,b,Low VPD,Sucrose,45,11.60156144,391.8486084,207.0649775,19.96506605,37.78177963,0.106190065
11,1 mM,b,Low VPD,Sucrose,46,11.72485005,391.7683825,207.3951439,19.99757573,37.77531987,0.107579731
11,1 mM,b,Low VPD,Sucrose,47,11.8327012,391.6985761,214.330572,20.66644986,37.76884887,0.113180495
11,1 mM,b,Low VPD,Sucrose,48,11.99339107,391.6157695,211.4409182,20.38822573,37.76161576,0.112821976
11,1 mM,b,Low VPD,Sucrose,49,12.03461399,391.517705,221.286161,21.33783578,37.75265683,0.120328086
11,1 mM,b,Low VPD,Sucrose,50,12.1960238,391.4515436,216.2596779,20.85355966,37.74701878,0.11827155
11,1 mM,b,Low VPD,Sucrose,51,12.30071376,391.340092,217.1979368,20.94428107,37.73671613,0.120057725
11,1 mM,b,Low VPD,Sucrose,52,12.40106915,391.3009307,218.8616063,21.10491572,37.73331148,0.122323107
11,1 mM,b,Low VPD,Sucrose,53,12.48858868,391.2261887,220.166931,21.23112155,37.7266955,0.124261262
11,1 mM,b,Low VPD,Sucrose,54,12.54703996,391.1690274,223.4486652,21.54780366,37.72156523,0.127516678
11,1 mM,b,Low VPD,Sucrose,55,12.63148333,391.0892532,225.519439,21.74839366,37.71543186,0.130189634
11,1 mM,b,Low VPD,Sucrose,56,12.68798281,391.0268983,228.5280397,22.03911536,37.7104137,0.133470979
11,1 mM,b,Low VPD,Sucrose,57,12.83630352,390.9525434,228.0868939,21.99684699,37.70371515,0.134717586
11,1 mM,b,Low VPD,Sucrose,58,12.92607839,390.8766402,229.2026716,22.10489631,37.69715049,0.13674437
11,1 mM,b,Low VPD,Sucrose,59,13.01002092,390.8168014,230.5973911,22.2398351,37.69210561,0.13898492
11,1 mM,b,Low VPD,Sucrose,60,13.08762883,390.7693175,231.7444541,22.35040364,37.68742604,0.140948525
11,1 mM,b,Low VPD,Sucrose,61,13.134443,390.7061562,234.8170862,22.64722965,37.68214736,0.1445535
11,1 mM,b,Low VPD,Sucrose,62,13.22666491,390.6547045,241.7276781,23.31404367,37.67769133,0.153003525
11,1 mM,b,Low VPD,Sucrose,63,13.25723818,390.5993497,238.3811033,22.99131169,37.67241308,0.149756089
11,1 mM,b,Low VPD,Sucrose,64,13.26032767,390.5675755,239.5108389,23.10048255,37.66969171,0.151042663
11,1 mM,b,Low VPD,Sucrose,65,13.38782177,390.5080271,239.9611064,23.14409705,37.66425239,0.153062243
11,1 mM,b,Low VPD,Sucrose,66,13.446994,390.4749948,241.1805677,23.26153789,37.66078243,0.155135849
11,1 mM,b,Low VPD,Sucrose,67,13.51796038,390.4229625,242.2176348,23.36147628,37.65562646,0.157198968
11,1 mM,b,Low VPD,Sucrose,68,13.51058622,390.3965431,246.0831737,23.73445928,37.65332964,0.16173893
11,1 mM,b,Low VPD,Sucrose,69,13.61750345,390.3506721,247.7679597,23.89719372,37.64928139,0.165213687
11,1 mM,b,Low VPD,Sucrose,70,13.62763704,390.3455108,246.9151426,23.8146703,37.64835784,0.164274762
11,1 mM,b,Low VPD,Sucrose,71,13.68652274,390.2733173,247.5441847,23.87539209,37.64147594,0.165863657
11,1 mM,b,Low VPD,Sucrose,72,13.72388679,390.2663173,248.6492312,23.98226852,37.64126505,0.167739675
11,1 mM,b,Low VPD,Sucrose,73,13.72651326,390.2320269,251.5855557,24.26593093,37.63866087,0.171739157
11,1 mM,b,Low VPD,Sucrose,74,13.76536506,390.1948334,251.7873341,24.28588499,37.63583614,0.172553989
11,1 mM,b,Low VPD,Sucrose,75,13.69629663,390.1630592,253.5471535,24.45565357,37.63281299,0.174110048
11,1 mM,b,Low VPD,Sucrose,76,13.78573742,390.1369624,253.6876635,24.46928829,37.63042188,0.175496331
11,1 mM,b,Low VPD,Sucrose,77,13.80793517,390.1393172,254.706392,24.56715542,37.63004598,0.177216648
11,1 mM,b,Low VPD,Sucrose,78,13.84817565,390.1369946,255.4141547,24.6355629,37.63003849,0.178763337
11,1 mM,b,Low VPD,Sucrose,79,13.89564819,390.0669946,256.6900474,24.75835464,37.62287275,0.181378617
11,1 mM,b,Low VPD,Sucrose,80,13.83782738,390.1047688,258.7466286,24.95639249,37.62602735,0.183705521
11,1 mM,b,Low VPD,Sucrose,81,13.84997302,390.0804785,259.1482332,24.99487991,37.62331155,0.184503781
11,1 mM,b,Low VPD,Sucrose,82,13.85771984,390.0873817,259.8375542,25.06081594,37.62315307,0.185661865
11,1 mM,b,Low VPD,Sucrose,83,13.91856351,390.0711236,260.0125506,25.07704308,37.6206085,0.186798172
11,1 mM,b,Low VPD,Sucrose,84,13.84043113,390.063543,261.3340869,25.20374013,37.61874422,0.187827539
11,1 mM,b,Low VPD,Sucrose,85,13.88204453,390.0754462,261.6766091,25.235792,37.61842856,0.188931274
11,1 mM,b,Low VPD,Sucrose,86,13.85977313,390.0769301,262.5582182,25.31993545,37.61726735,0.190036171
11,1 mM,b,Low VPD,Sucrose,87,13.84554443,390.0875753,264.0797247,25.46585143,37.61709555,0.192372317
11,1 mM,b,Low VPD,Sucrose,88,13.83296855,390.0789624,264.2446446,25.48108991,37.61528309,0.192476118
11,1 mM,b,Low VPD,Sucrose,89,13.9003004,390.066801,264.0058753,25.45792378,37.61390113,0.193043958
11,1 mM,b,Low VPD,Sucrose,90,13.77700545,390.1158334,266.7105942,25.71846401,37.61822829,0.19585085
11,1 mM,b,Low VPD,Sucrose,91,13.76596407,390.1213495,266.4512697,25.69337894,37.61864478,0.195234604
11,1 mM,b,Low VPD,Sucrose,92,13.79386025,390.1094785,266.3220027,25.68108832,37.61775547,0.195421975
11,1 mM,b,Low VPD,Sucrose,93,13.80716411,390.1278656,266.491709,25.69820104,37.62062377,0.195876577
11,1 mM,b,Low VPD,Sucrose,94,13.73281903,390.156156,267.3542904,25.78190673,37.62411896,0.196248143
11,1 mM,b,Low VPD,Sucrose,95,13.69599529,390.1495431,268.5902295,25.90181123,37.62452504,0.197915543
11,1 mM,b,Low VPD,Sucrose,96,13.67653666,390.1595431,269.2313636,25.96397683,37.6259779,0.198828415
12,0 mM,a,Low VPD,Sucrose,1,-1.008432364,400.5296456,455.0423193,44.03191044,38.75702267,0.025059195
12,0 mM,a,Low VPD,Sucrose,2,-1.001740488,400.5522262,454.1383103,43.94178686,38.75687241,0.025264087
12,0 mM,a,Low VPD,Sucrose,3,-0.97132318,400.5486778,451.6583286,43.6994827,38.75444978,0.025502532
12,0 mM,a,Low VPD,Sucrose,4,-0.975756903,400.5598391,451.6169936,43.69597875,38.75596903,0.025646012
12,0 mM,a,Low VPD,Sucrose,5,-0.983641577,400.5252907,451.5643159,43.69101767,38.7527467,0.025863573
12,0 mM,a,Low VPD,Sucrose,6,-0.921698986,400.5351294,447.5412711,43.30149514,38.75345377,0.025971135
12,0 mM,a,Low VPD,Sucrose,7,-0.974640064,400.5295165,450.7272235,43.6092016,38.75242391,0.025992509
12,0 mM,a,Low VPD,Sucrose,8,-0.914845132,400.5328713,447.0611398,43.25354335,38.75189403,0.02600373
12,0 mM,a,Low VPD,Sucrose,9,-0.944693304,400.5326778,448.9389778,43.43323718,38.75010114,0.025979075
12,0 mM,a,Low VPD,Sucrose,10,-0.865124828,400.5121616,444.2438085,42.98036396,38.74934922,0.025890367
12,0 mM,a,Low VPD,Sucrose,11,-0.641588724,400.3300648,430.6041225,41.65803962,38.72922908,0.025333068
12,0 mM,a,Low VPD,Sucrose,12,0.501089359,399.6138063,354.277063,34.27331123,38.65925792,0.022376523
12,0 mM,a,Low VPD,Sucrose,13,2.058209723,398.5346121,268.2832154,25.95334099,38.55367793,0.027131629
12,0 mM,a,Low VPD,Sucrose,14,2.767520857,398.0631925,196.0512506,18.96582192,38.50827577,0.022818614
12,0 mM,a,Low VPD,Sucrose,15,2.945346616,397.888773,217.156042,21.00755508,38.49153926,0.027333727
12,0 mM,a,Low VPD,Sucrose,16,3.039093463,397.8499988,216.9926685,20.99225633,38.48871584,0.028180878
12,0 mM,a,Low VPD,Sucrose,17,3.141676703,397.8162891,199.5923146,19.31010707,38.48783032,0.026440976
12,0 mM,a,Low VPD,Sucrose,18,3.332245983,397.6922245,197.0094535,19.05921118,38.47378872,0.027685292
12,0 mM,a,Low VPD,Sucrose,19,3.382986674,397.6233213,202.3612224,19.57600853,38.46526245,0.028931646
